id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1396390495916462081	1396390495916462081	2021-05-23 17:00:12 CST	2021-05-23	17:00:12	+0800	1086566145002373121	python55455260	Python研究室@相互フォロー		#駆け出しエンジニアと繋がりたい   #プログラミング #python   #プログラミング初心者   #プログラミング学習  FlaskによるWebアプリ開発⑥~ファイルダウンロード機能を実装する   https://t.co/BF7lIiAtWT	ja	[]	['https://tkstock.site/2019/11/13/python-flask-file-csv-download/']	[]	0	0	21	['駆け出しエンジニアと繋がりたい', 'プログラミング', 'python', 'プログラミング初心者', 'プログラミング学習']	[]	https://twitter.com/Python55455260/status/1396390495916462081	False		0								[]				
1396377572867514368	1376354726028193793	2021-05-23 16:08:51 CST	2021-05-23	16:08:51	+0800	2819327035	jenndpelaez	Jen Pelaez		55-56/100: Did the frontend and backend portions of the database web app using Flask and postgreSQL  #100daysofcode #jennevercodes #Python	en	[]	[]	[]	0	4	1	['100daysofcode', 'jennevercodes', 'python']	[]	https://twitter.com/jenndpelaez/status/1396377572867514368	False		0								[]				
1396300697927311360	1396228762027634691	2021-05-23 11:03:23 CST	2021-05-23	11:03:23	+0800	1315049265673232386	oscaruhp	Profe Oscar		"@OsoriohHoyos @CodigoBinario9 Aquí hay link:  https://t.co/XKq56gq8Wt  Para python3.   Si gustas videos:   - ""Crear una aplicación CRUD escritorio python3+pyqt5+sqlite"":  https://t.co/I3VKlbiCDt  -""Crear una aplicación CRUD web python3+flask+mysql  https://t.co/TCKqtstq73  Saludos."	ca	[]	['https://docs.python.org/es/3/tutorial/index.html', 'https://www.youtube.com/watch?v=uyzEBbkbQkg', 'https://www.youtube.com/watch?v=gUED5uFmyQI']	[]	1	1	1	[]	[]	https://twitter.com/oscaruhp/status/1396300697927311360	False		0								[{'screen_name': 'OsoriohHoyos', 'name': 'Rodrigo Osorio Hoyos', 'id': '3820537283'}, {'screen_name': 'CodigoBinario9', 'name': 'CodigoBinario', 'id': '1362411396831600643'}]				
1396294967383842818	1395921063813521408	2021-05-23 10:40:36 CST	2021-05-23	10:40:36	+0800	246140507	twil6	Taylor W		@TC_Johnson I’m curious what you plan to do with Flask/Django. Web pages or APIs for automations?	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/twil6/status/1396294967383842818	False		0								[{'screen_name': 'TC_Johnson', 'name': 'TC', 'id': '55605387'}]				
1396292189374742531	1396292189374742531	2021-05-23 10:29:34 CST	2021-05-23	10:29:34	+0800	872978052619288576	hamasato0000	hamasato		ちくちくWebアプリ開発進めていますよ #Python #Flask  https://t.co/rNBbV1PgMj	ja	[]	[]	['https://pbs.twimg.com/media/E2CgOpgVIAASgdp.jpg']	1	1	1	['python', 'flask']	[]	https://twitter.com/hamasato0000/status/1396292189374742531	False		1	https://pbs.twimg.com/media/E2CgOpgVIAASgdp.jpg							[]				
1396280350003896322	1396280350003896322	2021-05-23 09:42:31 CST	2021-05-23	09:42:31	+0800	350090163	morbidarkangel_	☥ Nameless Crow ☥		Arquitetura Definitiva para o Projeto Web Com Python e Flask - Pyjamas 2...  https://t.co/bwePKkis79 via @YouTube MAN eu to morrendo de sono	und	[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]	['https://youtu.be/-qWySnuoaTM']	[]	0	0	1	[]	[]	https://twitter.com/MorbiDarkAngel_/status/1396280350003896322	False		0								[]				
1396280104255430657	1396280104255430657	2021-05-23 09:41:33 CST	2021-05-23	09:41:33	+0800	1371458510702133253	guilherme_951	Guilherme de Paula		Arquitetura Definitiva para o Projeto Web Com Python e Flask - Pyjamas 2...  https://t.co/kOqUUHP1FK via @YouTube	und	[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]	['https://youtu.be/-qWySnuoaTM']	[]	0	0	0	[]	[]	https://twitter.com/guilherme_951/status/1396280104255430657	False		0								[]				
1396256718183620614	1396256718183620614	2021-05-23 08:08:37 CST	2021-05-23	08:08:37	+0800	1116985609959034881	js_var	JavaScript 101		Web app using Jinja2 Templates  https://t.co/ZEfKGo9cbn We need to build a small App using Jinja2 Template (HTML, CSS, JS) mostly. The Python Flask API and Postgre DB as a Backend is ready.  You need to build a Data labeling simple web app with Rectangular and Auto Polygons shap…	en	[]	['https://ift.tt/3fcr8cZ']	[]	0	0	0	[]	[]	https://twitter.com/js_var/status/1396256718183620614	False		0								[]				
1396205741866840064	1396180493972946946	2021-05-23 04:46:03 CST	2021-05-23	04:46:03	+0800	757692601956831232	seacatbiz	SeaCat		@csaba_kissi My start is very similar to yours 😆 :  Basic Turbo Pascal Delphi Builder C++ ASP, ASP .Net MS Access (VBA) C#,  https://t.co/9dHNmd6AUf JavaScript NodeJS KnockoutJS Angular Vue React Bootstrap Python Flask Databases: MS SQL, MySQL, Postgres, MongoDB Web servers: IIS, Apache	en	[]	['http://VB.Net']	[]	1	0	4	[]	[]	https://twitter.com/SeaCatBiz/status/1396205741866840064	False		0								[{'screen_name': 'csaba_kissi', 'name': 'Csaba Kissi ⚡', 'id': '703528675271176192'}]				
1396199101411348483	1396199101411348483	2021-05-23 04:19:40 CST	2021-05-23	04:19:40	+0800	1380248029215612929	lufa_presents	おすすめプログラミング本		PythonでWebサービスを作る - Python3 + Flaskで作るWebアプリケーション開発入門 - その１ Kindle版  kindle Unlimited  https://t.co/wq3Fyt4wJw	ja	[]	['https://amzn.to/3dM9rjP']	[]	0	1	0	[]	[]	https://twitter.com/lufa_presents/status/1396199101411348483	False		0								[]				
1396148116479426563	1396148116479426563	2021-05-23 00:57:04 CST	2021-05-23	00:57:04	+0800	2628420959	selmanbaskaya	Selman Baskaya 🚀		ML modelleri eğitiyorum ama bir web uygulamasında nasıl kullanacağım konusunda fikrim yok diyorsanız buyurun videoya ⬇️ Flask Uygulamasının ML Modeli ile Eş Zamanlı Çalışması  https://t.co/zTw3zKtvHO via @YouTube	tr	[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]	['https://youtu.be/c5RD-3LWQZM']	[]	0	1	6	[]	[]	https://twitter.com/selmanbaskaya/status/1396148116479426563	False		0								[]				
1396131822300327937	1396131822300327937	2021-05-22 23:52:19 CST	2021-05-22	23:52:19	+0800	990814494334087170	mrbriit	Mr Briit		Build your own machine learning models and deploy on Amazon Web Services (AWS), Google Cloud, Microsoft Azure ™, Heroku, Flask, Streamlit, etc.  https://t.co/6XuI5O4nQa  #MachineLearning #DataScience  #python #aws #data #dataanalytics #DataScientist #ArtificialIntelligence  https://t.co/SKeC3d25W6	en	[]	['http://bit.ly/deploymodels']	['https://pbs.twimg.com/tweet_video_thumb/E2AOcAQVoAA7nMY.jpg']	0	4	0	['machinelearning', 'datascience', 'python', 'aws', 'data', 'dataanalytics', 'datascientist', 'artificialintelligence']	[]	https://twitter.com/MrBriit/status/1396131822300327937	False		1	https://pbs.twimg.com/tweet_video_thumb/E2AOcAQVoAA7nMY.jpg							[]				
1396061331313205255	1396061331313205255	2021-05-22 19:12:13 CST	2021-05-22	19:12:13	+0800	971896484990828550	arakoma555	Arakoma		自己紹介のために flask + heroku でweb投票アプリ作ったんですが、本番で動いてめっちゃうれしかった	ja	[]	[]	[]	1	0	2	[]	[]	https://twitter.com/arakoma555/status/1396061331313205255	False		0								[]				
1396060121764139008	1396060121764139008	2021-05-22 19:07:25 CST	2021-05-22	19:07:25	+0800	726709023563747328	pythonbot_	Python Flux		Instant Flask Web Development  https://t.co/IT1ZKSCYqY  #python #ad	en	[]	['https://zpy.io/bd6c2731']	[]	0	3	2	['python', 'ad']	[]	https://twitter.com/pythonbot_/status/1396060121764139008	False		0								[]				
